"GoogleListedManufacturer","GoogleListedModel","Status","CertifiedSinceVersion","EndOfSupport","DeviceManufacturerPattern","DeviceModelPattern","DeviceManufacturerPatternConfirmed","DeviceModelPatternConfirmed","Comments"
"Dell","Dell Latitude 5410","Certified","112","2028","Dell Inc.","Latitude 5410","TRUE","TRUE",""
"Dell","Dell Latitude 5420","Certified","103","2030","Dell Inc.","Latitude 5420","TRUE","TRUE",""
"Dell","Dell Latitude 5440","Certified","134","2032","Dell Inc.","Latitude 5440","TRUE","TRUE",""
"Dell","Dell Latitude 5490","Certified","127","2028","Dell Inc.","Latitude 5490","TRUE","TRUE",""
"Dell","Dell Latitude 5590","Certified","103","2028","Dell Inc.","Latitude 5590","TRUE","TRUE",""
"Dell","Dell Latitude E5440","Certified","103","2026","Dell Inc.","Latitude E5440","TRUE","TRUE",""
"Dell","Dell Latitude E5470","Certified","103","2027","Dell Inc.","Latitude E5470","TRUE","TRUE",""
"Dell","Dell Latitude E5540","Certified","103","2026","Dell Inc.","Latitude E5540","TRUE","TRUE",""
"Dell","Dell Latitude E5570","Certified","104","2027","Dell Inc.","Latitude E5570","TRUE","TRUE",""
"Dell","Dell Latitude E7240","Certified","103","2026","Dell Inc.","Latitude E7240","TRUE","TRUE",""
"Dell","Dell Latitude E7270","Certified","103","2027","Dell Inc.","Latitude E7270","TRUE","TRUE",""
"Dell","Dell Optiplex 3000","Certified","134","2030","Dell Inc.","OptiPlex 3000","TRUE","TRUE",""
"Dell","Dell Optiplex 3010","Certified","103","2025","Dell Inc.","OptiPlex 3010","TRUE","TRUE",""
"Dell","Dell Optiplex 3011 AIO","Certified","103","2025","Dell Inc.","OptiPlex 3011 AIO","TRUE","TRUE",""
"Dell","Dell Optiplex 3020","Certified","103","2026","Dell Inc.","OptiPlex 3020","TRUE","TRUE",""
"Dell","Dell OptiPlex 3030 AIO","Certified","103","2026","Dell Inc.","OptiPlex 3030 AIO","TRUE","TRUE",""
"Dell","Dell Optiplex 3040","Certified","103","2027","Dell Inc.","OptiPlex 3040","TRUE","TRUE",""
"Dell","Dell Optiplex 3050","Certified","103","2028","Dell Inc.","OptiPlex 3050","TRUE","TRUE",""
"Dell","Dell Optiplex 3060","Certified","103","2028","Dell Inc.","OptiPlex 3060","TRUE","TRUE",""
"Dell","Dell Optiplex 3070","Certified","103","2028","Dell Inc.","OptiPlex 3070","TRUE","TRUE",""
"Dell","Dell Optiplex 3080","Certified","103","2028","Dell Inc.","OptiPlex 3080","TRUE","TRUE",""
"Dell","Dell Optiplex 3090","Certified","103","2028","Dell Inc.","OptiPlex 3090","TRUE","TRUE",""
"Dell","Dell OptiPlex 3240 AIO","Certified","103","2027","Dell Inc.","OptiPlex 3240 AIO","TRUE","TRUE",""
"Dell","Dell Optiplex 3280 AIO","Certified","103","2028","Dell Inc.","OptiPlex 3280 AIO","TRUE","TRUE",""
"Dell","Dell Optiplex 5000","Certified","103","2030","Dell Inc.","OptiPlex 5000","TRUE","TRUE",""
"Dell","Dell Optiplex 5250 AIO","Certified","103","2028","Dell Inc.","OptiPlex 5250 AIO","TRUE","TRUE",""
"Dell","Dell Optiplex 5270 AIO","Certified","103","2028","Dell Inc.","OptiPlex 5270 AIO","TRUE","TRUE",""
"Dell","Dell Optiplex 7000","Certified","119","2030","Dell Inc.","OptiPlex 7000","TRUE","TRUE",""
"Dell","Dell Optiplex 7010","Certified","103","2025","Dell Inc.","OptiPlex 7010","TRUE","TRUE",""
"Dell","Dell Optiplex 7010 (2023)","Certified","131","2030","Dell Inc.","OptiPlex 7010","TRUE","TRUE",""
"Dell","Dell Optiplex 7050","Certified","103","2027","Dell Inc.","OptiPlex 7050","TRUE","TRUE",""
"Dell","Dell Optiplex 7070","Certified","103","2028","Dell Inc.","OptiPlex 7070","TRUE","TRUE",""
"Dell","Dell Optiplex 7090","Certified","118","2030","Dell Inc.","OptiPlex 7090","TRUE","TRUE",""
"Dell","Dell Optiplex 7450 AIO","Certified","103","2028","Dell Inc.","OptiPlex 7450 AIO","TRUE","TRUE",""
"Dell","Dell Optiplex 7490 AIO","Certified","126","2028","Dell Inc.","OptiPlex 7490 AIO","TRUE","TRUE",""
"Dell","Dell Optiplex 9020","Certified","103","2026","Dell Inc.","OptiPlex 9020","TRUE","TRUE",""
"Dell","Dell Optiplex 9020 AIO","Certified","103","2026","Dell Inc.","OptiPlex 9020 AIO","TRUE","TRUE",""
"Dell","Dell Optiplex 9030 AIO","Certified","103","2026","Dell Inc.","OptiPlex 9030 AIO","TRUE","TRUE",""
"Dell","Dell Vostro 15 3568","Certified","103","2028","Dell Inc.","Vostro 15-3568","TRUE","TRUE",""
"Dell","Dell Vostro 3560","Certified","103","2025","Dell Inc.","Vostro 3560","TRUE","TRUE",""
"GeoBook","GeoBook 1e","Certified","115","2028","GEO","GEOBOOK 1E","TRUE","TRUE",""
"HP","HP 240 G7","Certified","133","2028","HP","HP 240 G7 Notebook PC","TRUE","TRUE",""
"HP","HP 255 G7 (AMD)","Certified","103","2030","HP","HP 255 G7 Notebook PC","TRUE","TRUE",""
"HP","HP 255 G7 (Intel)","Certified","103","2028","HP","HP 255 G7 Notebook PC","TRUE","TRUE",""
"HP","HP EliteBook 820 G2","Certified","103","2027","Hewlett-Packard","HP EliteBook 820 G2","TRUE","TRUE",""
"HP","HP EliteBook 820 G3","Certified","103","2027","HP","HP EliteBook 820 G3","TRUE","TRUE",""
"HP","HP EliteBook 840 G1","Certified","103","2026","Hewlett-Packard","HP EliteBook 840 G1","TRUE","TRUE",""
"HP","HP EliteBook 840 G2","Certified","103","2027","Hewlett-Packard","HP EliteBook 840 G2","TRUE","TRUE",""
"HP","HP EliteBook 840 G5","Certified","103","2028","HP","HP EliteBook 840 G5","TRUE","TRUE",""
"HP","HP EliteBook 840 G6","Certified","103","2028","HP","HP EliteBook 840 G6","TRUE","TRUE",""
"HP","HP EliteBook 8470p","Certified","103","2025","Hewlett-Packard","HP EliteBook 8470p","TRUE","TRUE",""
"HP","HP EliteDesk 800 G1","Certified","103","2026","Hewlett-Packard","HP EliteDesk 800 G1*","FALSE","FALSE","This model has sub-models (form factors). Google hasn’t specified the exact model name/form factor."
"HP","HP EliteDesk 800 G2","Certified","103","2027","HP","HP EliteDesk 800 G2*","FALSE","FALSE","This model has sub-models (form factors). Google hasn’t specified the exact model name/form factor."
"HP","HP Probook 430 G4","Certified","136","2028","HP","HP ProBook 430 G4","TRUE","TRUE",""
"HP","HP ProBook 440 G6","Certified","103","2028","HP","HP ProBook 440 G6","TRUE","TRUE",""
"HP","HP ProBook 440 G7","Certified","114","2028","HP","HP ProBook 440 G7","TRUE","TRUE",""
"HP","HP ProBook 450 G1","Certified","103","2026","Hewlett-Packard","HP ProBook 450 G1","TRUE","TRUE",""
"HP","HP ProBook 450 G3","Certified","103","2027","HP","HP ProBook 450 G3","TRUE","TRUE",""
"HP","HP ProBook 450 G5","Certified","103","2028","HP","HP ProBook 450 G5","TRUE","TRUE",""
"HP","HP ProBook 450 G6","Certified","103","2028","HP","HP ProBook 450 G6","TRUE","TRUE",""
"HP","HP ProBook 450 G7","Certified","103","2028","HP","HP ProBook 450 G7","TRUE","TRUE",""
"HP","HP Probook 450 G8","Certified","136","2030","HP","HP ProBook 450 G8 Notebook PC","TRUE","TRUE",""
"HP","HP ProDesk 400 G1","Certified","103","2026","Hewlett-Packard","HP ProDesk 400 G1*","FALSE","FALSE","This model has sub-models (form factors). Google hasn’t specified the exact model name/form factor."
"HP","HP ProDesk 400 G2.5","Certified","103","2026","HP","HP ProDesk 400 G2.5*","FALSE","FALSE","This model has sub-models (form factors). Google hasn’t specified the exact model name/form factor."
"HP","HP ProDesk 400 G3","Certified","132","2028","HP","HP ProDesk 400 G3*","FALSE","FALSE","This model has sub-models (form factors). Google hasn’t specified the exact model name/form factor."
"HP","HP ProDesk 400 G5","Certified","114","2028","HP","HP ProDesk 400 G5*","FALSE","FALSE","This model has sub-models (form factors). Google hasn’t specified the exact model name/form factor."
"HP","HP ProDesk 600 G1","Certified","103","2026","Hewlett-Packard","HP ProDesk 600 G1*","FALSE","FALSE","This model has sub-models (form factors). Google hasn’t specified the exact model name/form factor."
"HP","HP ProOne 400 G2 AIO","Certified","103","2027","HP","HP ProOne 400 G2 20-in Non-Touch AiO","TRUE","TRUE",""
"HP","HP ProOne 400 G3 AIO","Certified","103","2027","HP","HP ProOne 400 G3 20.0-in Non-Touch AiO","TRUE","TRUE",""
"HP","HP Z230","Certified","103","2026","Hewlett-Packard","HP Z230 SFF Workstation","TRUE","TRUE",""
"Lenovo","Lenovo 100e 2nd Gen (Intel)","Certified","103","2028","LENOVO","81M8*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo 300e 2nd Gen (Intel)","Certified","103","2028","LENOVO","81M9*","FALSE","FALSE",""
"Lenovo","Lenovo T490s","Certified","118","2028","LENOVO","20NX*,20NY*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkBook 14 G2","Certified","110","2030","LENOVO","20VF*,20VD*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCenter M90q G1","Certified","134","2028","LENOVO","11CR*,11DG*,11DH*,11DJ*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre E73","Certified","103","2026","LENOVO","10AS*,10AU*,10AV*,10AW*,10BF*,10BG*,10C0*,10C1*,10DR*,10DS*,10DU*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M53","Certified","103","2026","LENOVO","10DB*,10DC*,10DD*,10DE*,10DV*,10DW*,10DX*,10DY*,10EC*,10ED*,10DR*,10ES*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M600","Certified","103","2027","LENOVO","10G8*,10G9*,10GA*,10GB*,10GC*,10GD*,10GE*,10GF*,10GJ*,10GK*,10KG*,10KH*,10KJ*,10KK*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M700","Certified","103","2027","LENOVO","10GQ*,10GR*,10GS*,10GT*,10KL*,10KM*,10KN*,10KQ*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M70q","Certified","103","2028","LENOVO","11DT*,11DU*,11DV*,11DW*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M70q Gen 2","Certified","105","2030","LENOVO","11MY*,11N0*,11N3*,11N4*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M70q Gen 3","Certified","105","2030","LENOVO","11T3*, 11T4*, 11TY*,11U0*, 11UB*, 11UC*,11UD*, 11UE*, 11US*,11UU*, 11X2*, 11X6*,11X9*, 11XB*, 11Y5*,11Y6*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M70q Gen 4","Certified","120","2030","LENOVO","12E3*,12E4*,12E5*,12E6*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M70q Gen 5","Certified","130","2030","LENOVO","12TD*,12TE*,12TF*,12TG*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M710q","Certified","103","2027","LENOVO","10MQ*,10MR*,10MS*,10MT*,10N3*,10QR*,10YC*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M710s","Certified","131","2027","LENOVO","10M7*,10M8*,10NC*,10QT*,10R7*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M720q","Certified","103","2028","LENOVO","10T7*,10T8*,10T9*,10TA*,10TC*,10UA*,10U9*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M72e","Certified","103","2025","LENOVO","Starts with 2116*,0896*,3498*,3655*,3662*,3665*,3675*,0958*,1112*,3593*,3595*,3597*,3617*,3634*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M72z AIO","Certified","103","2025","LENOVO","Starts with 3528*,3533*,3548*,3556*,3553*,3554*,3558*,3559*,3512*,3535*,3536*,3537*,3538*,3539*,3543*,3549*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M73","Certified","103","2026","LENOVO","10B0*,10B1*,10B2*,10B3*,10B4*,10B5*,10B6*,10B7*,10DK*,10DL*,10DN*,10HJ*,10HK*,10HL*,10HM*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M73z","Certified","103","2026","LENOVO","10BB*,10BC*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M75q Gen 2","Certified","122","2030","LENOVO","11JJ*,11JK*,11JL*,11JM*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M78","Certified","103","2025","LENOVO","10BN*,10BQ*,10BR*,10BS*,10BT*,10BU*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M800","Certified","103","2027","LENOVO","10FV*,10FW*,10FX*,10FY*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo Thinkcentre M800Z","Certified","103","2027","LENOVO","10ET*,10EU*,10EV*,10EW*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M80q Gen 3","Certified","116","2030","LENOVO","11U1*,11U2*,11U3*,11U4*,11XH*,11XJ*,11XK*,11XL*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M810z","Certified","103","2027","LENOVO","10NX*,10NY*,10Q0*,10Q1*,10Q2*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M82","Certified","103","2025","LENOVO","Starts with 2697*,2929*,3302*,3392*,3391*,2698*,2750*,2742*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M83","Certified","103","2026","LENOVO","10AG*,10AH*,10AJ*,10AK*,10AL*,10AM*,10AN*,10BE*,10E8*,10E9*,10EA*,10EB*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M900","Certified","103","2027","LENOVO","10FC*,10FD*,10FG*,10FH*,10FL*,10FM*,10FR*,10FS*,10ND*,10NE*,10NF*,10NG*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo Thinkcentre M910q","Certified","110","2027","LENOVO","10MU*,10MV*,10MW*,10MX*,10QN*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M920q","Certified","103","2028","LENOVO","10RR*,10RS*,10RT*,10RU*,10SY*,10UH*,10T1*,10T2*,10V8*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre M93p","Certified","103","2026","LENOVO","10A6*,10A7*,10A8*,10A9*,10AA*,10AB*,10DH*,10DJ*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkCentre Neo 50a Gen 5","Certified","132","2032","LENOVO","12SA*,12SB*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad 11e G4","Certified","103","2028","LENOVO","20HT*,20HV*,20HX*,20J0*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad 11e G5","Certified","103","2028","LENOVO","20LR*,20LQ*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad E14 Gen 1","Certified","103","2028","LENOVO","20RA*,20RB*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad E14 Gen 2","Certified","103","2030","LENOVO","20TA*,20TB*,20TC*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad E14 Gen 4","Certified","122","2030","LENOVO","21E3*,21E4*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad E14 Gen 5 (AMD)","Certified","132","2032","LENOVO","21JR*,21JS*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad E15","Certified","103","2028","LENOVO","20RD*,20RE*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad E440","Certified","103","2027","LENOVO","20C5*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad E450","Certified","103","2027","LENOVO","20DC*,20DD*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad E480","Certified","103","2028","LENOVO","20KN*,20KQ*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad E495","Certified","119","2030","LENOVO","20NE*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad E531","Certified","103","2025","LENOVO","6885*,6887*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad E550","Certified","103","2027","LENOVO","20DF*,20DG*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad E560","Certified","103","2027","LENOVO","20EV*,20EW*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad L13 Gen 2","Certified","126","2030","LENOVO","20VH*,20VJ*,20VM*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad L14 Gen 1","Certified","121","2028","LENOVO","20U1*,20U2*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad L15 Gen 3 (AMD)","Certified","127","2031","LENOVO","21C7*,21C8*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad L15 Gen 4 (AMD)","Certified","126","2031","LENOVO","21H7*,21H8*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad L380","Certified","118","2028","LENOVO","20M5*,20M6*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad L390","Certified","131","2028","LENOVO","20NR*,20NS*,20NV*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad L430","Certified","104","2025","LENOVO","2464*,2465*,2466*,2468*,2469*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad L440","Certified","104","2026","LENOVO","20AS*,20AT*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad L460","Certified","103","2027","LENOVO","20FU*,20FV*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad L470","Certified","127","2028","LENOVO","20J4*,20J5*,20JU*,20JV*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad L480","Certified","103","2028","LENOVO","20LS*,20LT*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad L490","Certified","121","2028","LENOVO","20Q5*,20Q6*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad L570","Certified","122","2027","LENOVO","20J8*,20J9*,20JQ*,20JR*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad L580","Certified","126","2028","LENOVO","20LW*,20LX*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad L590","Certified","126","2028","LENOVO","20Q7*,20Q8*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad T14 G4","Certified","128","2032","LENOVO","21HD*,21HE*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad T14 Gen 1 (Intel)","Certified","103","2028","LENOVO","20S0*,20S1*,20S2*,20S3*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad T14 Gen 2 (AMD)","Certified","125","2030","LENOVO","20XK*,20XL*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad T14 Gen 2 (Intel)","Certified","125","2030","LENOVO","20W0*,20W1*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad T14s Gen 1 (AMD)","Certified","103","2030","LENOVO","20UH*,20UJ*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad T15 Gen 2","Certified","107","2030","LENOVO","20W4*,20W5*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad T430","Certified","103","2025","LENOVO","2347*,2342*,2344*,2345*,2349*,2350*,2351*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad T430u","Certified","103","2025","LENOVO","3351*,6273*,8614*,3352*,3353*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad T440p","Certified","103","2026","LENOVO","20AN*,20AW*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo Thinkpad T450","Certified","103","2027","LENOVO","20BU*,20BV*,20DJ*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad T460","Certified","103","2027","LENOVO","20FM*,20FN*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad T470","Certified","123","2028","LENOVO","20HD*,20HE*,20JM*,20JN*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad T470s","Certified","103","2028","LENOVO","20HF*,20HG*,20JS*,20JT*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad T480","Certified","103","2028","LENOVO","20L5*,20L6*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad T490","Certified","103","2028","LENOVO","20N2*,20N3*,20RX*,20RY*,20Q9*,20QH*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo Thinkpad T540p","Certified","103","2026","LENOVO","20BE*,20BF*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo Thinkpad T560","Certified","104","2027","LENOVO","20FH*,20FJ*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad T570","Certified","103","2028","LENOVO","20H9*,20HA*,20JW*,20JX*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad T580","Certified","112","2028","LENOVO","20L9*,20LA*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad T590","Certified","103","2028","LENOVO","20N4*,20N5*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad X1 Carbon 1st Gen","Certified","103","2025","LENOVO","3443*,3444*,3446*,3448*,3460*,3462*,3463*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad X1 Carbon 2nd Gen","Certified","103","2026","LENOVO","20A7*,20A8*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad X1 Carbon 3rd Gen","Certified","103","2027","LENOVO","20BT*,20BS*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad X1 Carbon 4th Gen","Certified","103","2027","LENOVO","20FC*,20FB*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad X1 Carbon 5th Gen","Certified","103","2027","LENOVO","20HR*,20HQ*,20K3*,20K4*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad X1 Carbon 6th Gen","Certified","103","2028","LENOVO","20KH*,20KG*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad X1 Carbon 7th Gen","Certified","103","2028","LENOVO","20QD*,20QE*,20R1*,20R2*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad X1 Carbon 8th Gen","Certified","103","2028","LENOVO","20U9*,20UA*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad X1 Carbon 9th Gen","Certified","103","2030","LENOVO","20XW*,20XX*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad X13 Gen 1 (Intel)","Certified","126","2028","LENOVO","20T2*,20T3*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
